TXNAME	GENEID	chr1
ENST00000799567.1	ENSG00000291156.2	0
ENST00000799568.1	ENSG00000291156.2	0
ENST00000799569.1	ENSG00000291156.2	0
ENST00000799570.1	ENSG00000291156.2	0
ENST00000799571.1	ENSG00000291156.2	0
ENST00000799572.1	ENSG00000291156.2	0
ENST00000799573.1	ENSG00000291156.2	0
ENST00000799574.1	ENSG00000291156.2	0
ENST00000799575.1	ENSG00000291156.2	0
ENST00000799576.1	ENSG00000291156.2	0
ENST00000799577.1	ENSG00000291156.2	0
ENST00000799578.1	ENSG00000291156.2	0
ENST00000799579.1	ENSG00000291156.2	0
ENST00000799580.1	ENSG00000291156.2	0
ENST00000799581.1	ENSG00000291156.2	0
ENST00000799582.1	ENSG00000291156.2	0
ENST00000799583.1	ENSG00000291156.2	0
ENST00000799584.1	ENSG00000291156.2	0
ENST00000799585.1	ENSG00000291156.2	0
ENST00000799586.1	ENSG00000291156.2	0
ENST00000799587.1	ENSG00000291156.2	0
ENST00000799588.1	ENSG00000291156.2	0
ENST00000799589.1	ENSG00000291156.2	0
ENST00000799590.1	ENSG00000291156.2	0
ENST00000799591.1	ENSG00000291156.2	0
ENST00000799592.1	ENSG00000291156.2	0
ENST00000799593.1	ENSG00000291156.2	0
ENST00000799594.1	ENSG00000291156.2	0
ENST00000799595.1	ENSG00000291156.2	0
ENST00000799596.1	ENSG00000291156.2	0
ENST00000799597.1	ENSG00000291156.2	0
ENST00000799598.1	ENSG00000291156.2	0
ENST00000799672.1	ENSG00000304098.1	0
ENST00000799673.1	ENSG00000304098.1	0
ENST00000799847.1	ENSG00000229258.7	0
ENST00000799848.1	ENSG00000229258.7	0
ENST00000799849.1	ENSG00000229258.7	0
ENST00000799850.1	ENSG00000229258.7	0
ENST00000799851.1	ENSG00000229258.7	0
ENST00000799852.1	ENSG00000229258.7	0
ENST00000799853.1	ENSG00000229258.7	0
ENST00000799854.1	ENSG00000229258.7	0
ENST00000799855.1	ENSG00000229258.7	0
ENST00000799856.1	ENSG00000229258.7	0
ENST00000799857.1	ENSG00000229258.7	0
ENST00000799858.1	ENSG00000229258.7	0
ENST00000799859.1	ENSG00000229258.7	0
ENST00000799860.1	ENSG00000229258.7	0
ENST00000799861.1	ENSG00000229258.7	0
ENST00000799862.1	ENSG00000229258.7	0
ENST00000799863.1	ENSG00000229258.7	0
ENST00000799864.1	ENSG00000229258.7	0
ENST00000799865.1	ENSG00000229258.7	0
ENST00000799866.1	ENSG00000229258.7	0
ENST00000799867.1	ENSG00000229258.7	0
ENST00000799868.1	ENSG00000229258.7	0
ENST00000799869.1	ENSG00000229258.7	0
ENST00000799870.1	ENSG00000229258.7	0
ENST00000799871.1	ENSG00000229258.7	0
ENST00000799872.1	ENSG00000229258.7	0
ENST00000799877.1	ENSG00000304118.1	0
ENST00000799880.1	ENSG00000304119.1	0
ENST00000799881.1	ENSG00000304119.1	0
ENST00000799882.1	ENSG00000304119.1	0
ENST00000799883.1	ENSG00000304119.1	0
ENST00000799884.1	ENSG00000304119.1	0
ENST00000799885.1	ENSG00000304119.1	0
ENST00000799886.1	ENSG00000304119.1	0
ENST00000799887.1	ENSG00000304119.1	0
ENST00000799888.1	ENSG00000304119.1	0
ENST00000799889.1	ENSG00000304119.1	0
ENST00000799981.1	ENSG00000304134.1	0
ENST00000799982.1	ENSG00000304134.1	0
ENST00000799983.1	ENSG00000304134.1	0
ENST00000800005.1	ENSG00000304143.1	0
ENST00000800041.1	ENSG00000273443.2	0
ENST00000800109.1	ENSG00000304149.1	0
ENST00000800124.1	ENSG00000304155.1	0
ENST00000800220.1	ENSG00000304169.1	0
ENST00000800221.1	ENSG00000304169.1	0
ENST00000800222.1	ENSG00000304169.1	0
ENST00000800248.1	ENSG00000304171.1	0
ENST00000800249.1	ENSG00000304171.1	0
ENST00000800250.1	ENSG00000304171.1	0
ENST00000801109.1	ENSG00000304216.1	0
ENST00000801136.1	ENSG00000304221.1	0
ENST00000801165.1	ENSG00000304226.1	0
ENST00000801166.1	ENSG00000304226.1	0
ENST00000801301.1	ENSG00000304232.1	0
ENST00000801364.1	ENSG00000293597.3	0
ENST00000801368.1	ENSG00000304244.1	0
ENST00000801752.1	ENSG00000304275.1	0
ENST00000801825.1	ENSG00000304294.1	0
ENST00000802490.1	ENSG00000304314.1	0
ENST00000802491.1	ENSG00000304314.1	0
ENST00000802551.1	ENSG00000231163.7	0
ENST00000802552.1	ENSG00000231163.7	0
ENST00000802553.1	ENSG00000231163.7	0
ENST00000802554.1	ENSG00000231163.7	0
ENST00000802555.1	ENSG00000231163.7	0
ENST00000802574.1	ENSG00000304333.1	0
ENST00000802581.1	ENSG00000304336.1	0
ENST00000802582.1	ENSG00000304336.1	0
ENST00000802603.1	ENSG00000304340.1	0
ENST00000802694.1	ENSG00000304349.1	0
ENST00000802896.1	ENSG00000304363.1	0
ENST00000802897.1	ENSG00000304363.1	0
ENST00000802898.1	ENSG00000304363.1	0
ENST00000802899.1	ENSG00000304363.1	0
ENST00000802900.1	ENSG00000304363.1	0
ENST00000802931.1	ENSG00000289483.2	0
ENST00000802932.1	ENSG00000289483.2	0
ENST00000803094.1	ENSG00000304384.1	0
ENST00000803095.1	ENSG00000304384.1	0
ENST00000803120.1	ENSG00000284632.2	0
ENST00000803121.1	ENSG00000284632.2	0
ENST00000803122.1	ENSG00000284632.2	0
ENST00000803123.1	ENSG00000284632.2	0
ENST00000803207.1	ENSG00000304412.1	0
ENST00000803580.1	ENSG00000304468.1	0
ENST00000803836.1	ENSG00000293264.2	1
ENST00000803837.1	ENSG00000293264.2	0
ENST00000803838.1	ENSG00000293264.2	0
ENST00000803843.1	ENSG00000278811.5	0
ENST00000803844.1	ENSG00000278811.5	0
ENST00000803845.1	ENSG00000278811.5	0
ENST00000803846.1	ENSG00000278811.5	0
ENST00000803847.1	ENSG00000278811.5	0
ENST00000803848.1	ENSG00000278811.5	0
ENST00000803849.1	ENSG00000278811.5	0
ENST00000803850.1	ENSG00000278811.5	0
ENST00000803851.1	ENSG00000278811.5	0
ENST00000803852.1	ENSG00000278811.5	0
ENST00000803853.1	ENSG00000278811.5	0
ENST00000803854.1	ENSG00000278811.5	0
ENST00000803855.1	ENSG00000278811.5	0
ENST00000803856.1	ENSG00000278811.5	0
ENST00000803857.1	ENSG00000278811.5	0
ENST00000803858.1	ENSG00000278811.5	0
ENST00000803859.1	ENSG00000278811.5	0
ENST00000803860.1	ENSG00000278811.5	0
ENST00000803861.1	ENSG00000278811.5	0
ENST00000803862.1	ENSG00000278811.5	0
ENST00000804054.1	ENSG00000291234.2	0
ENST00000804055.1	ENSG00000291234.2	0
ENST00000804056.1	ENSG00000291234.2	0
ENST00000804057.1	ENSG00000291234.2	0
ENST00000804058.1	ENSG00000291234.2	0
ENST00000804059.1	ENSG00000291234.2	0
ENST00000804060.1	ENSG00000291234.2	0
ENST00000804061.1	ENSG00000291234.2	0
ENST00000804062.1	ENSG00000291234.2	0
ENST00000804063.1	ENSG00000291234.2	0
ENST00000804064.1	ENSG00000291234.2	0
ENST00000804065.1	ENSG00000291234.2	0
ENST00000804126.1	ENSG00000304519.1	0
ENST00000804127.1	ENSG00000304519.1	0
ENST00000804131.1	ENSG00000304521.1	0
ENST00000804324.1	ENSG00000231768.3	0
ENST00000804325.1	ENSG00000231768.3	0
ENST00000804326.1	ENSG00000231768.3	0
ENST00000804327.1	ENSG00000231768.3	0
ENST00000804328.1	ENSG00000231768.3	0
ENST00000804329.1	ENSG00000231768.3	0
ENST00000804330.1	ENSG00000231768.3	0
ENST00000804331.1	ENSG00000231768.3	0
ENST00000804332.1	ENSG00000231768.3	0
ENST00000804333.1	ENSG00000231768.3	0
ENST00000804334.1	ENSG00000231768.3	0
ENST00000804335.1	ENSG00000231768.3	0
ENST00000804336.1	ENSG00000231768.3	0
ENST00000804337.1	ENSG00000231768.3	0
ENST00000804338.1	ENSG00000231768.3	0
ENST00000804430.1	ENSG00000304543.1	0
ENST00000804669.1	ENSG00000232537.3	0
ENST00000804670.1	ENSG00000232537.3	0
ENST00000804671.1	ENSG00000232537.3	0
ENST00000804672.1	ENSG00000232537.3	0
ENST00000804673.1	ENSG00000232537.3	0
ENST00000804674.1	ENSG00000232537.3	0
ENST00000804675.1	ENSG00000232537.3	0
ENST00000804676.1	ENSG00000232537.3	0
ENST00000804677.1	ENSG00000232537.3	0
ENST00000804678.1	ENSG00000232537.3	0
ENST00000804679.1	ENSG00000232537.3	0
ENST00000804680.1	ENSG00000232537.3	0
ENST00000804681.1	ENSG00000232537.3	0
ENST00000804682.1	ENSG00000232537.3	0
ENST00000804683.1	ENSG00000232537.3	0
ENST00000804684.1	ENSG00000232537.3	0
ENST00000804685.1	ENSG00000232537.3	0
ENST00000804686.1	ENSG00000232537.3	0
ENST00000804687.1	ENSG00000232537.3	0
ENST00000804688.1	ENSG00000232537.3	0
ENST00000804694.1	ENSG00000304567.1	0
ENST00000804894.1	ENSG00000304593.1	0
ENST00000804895.1	ENSG00000304593.1	0
ENST00000804896.1	ENSG00000304593.1	0
ENST00000805036.1	ENSG00000304627.1	0
ENST00000805051.1	ENSG00000230337.5	0
ENST00000805142.1	ENSG00000304651.1	0
ENST00000805281.1	ENSG00000304669.1	0
ENST00000805282.1	ENSG00000290578.2	0
ENST00000805283.1	ENSG00000290578.2	0
ENST00000805284.1	ENSG00000290578.2	0
ENST00000805285.1	ENSG00000290578.2	0
ENST00000805286.1	ENSG00000290578.2	0
ENST00000805287.1	ENSG00000290578.2	0
ENST00000805288.1	ENSG00000290578.2	0
ENST00000805289.1	ENSG00000290578.2	0
ENST00000805290.1	ENSG00000290578.2	0
ENST00000805291.1	ENSG00000290578.2	0
ENST00000805292.1	ENSG00000290578.2	0
ENST00000805293.1	ENSG00000290578.2	0
ENST00000805294.1	ENSG00000290578.2	0
ENST00000805295.1	ENSG00000290578.2	0
ENST00000805296.1	ENSG00000290578.2	0
ENST00000805297.1	ENSG00000290578.2	0
ENST00000805298.1	ENSG00000290578.2	0
ENST00000805299.1	ENSG00000290578.2	0
ENST00000805300.1	ENSG00000290578.2	0
ENST00000805301.1	ENSG00000290578.2	0
ENST00000805302.1	ENSG00000290578.2	0
ENST00000805331.1	ENSG00000230023.3	0
ENST00000805332.1	ENSG00000230023.3	0
ENST00000805333.1	ENSG00000230023.3	0
ENST00000805422.1	ENSG00000304680.1	0
ENST00000805486.1	ENSG00000276509.2	0
ENST00000805487.1	ENSG00000276509.2	0
ENST00000805488.1	ENSG00000276509.2	0
ENST00000805489.1	ENSG00000276509.2	0
ENST00000805490.1	ENSG00000276509.2	0
ENST00000805491.1	ENSG00000276509.2	0
ENST00000805492.1	ENSG00000276509.2	0
ENST00000805493.1	ENSG00000276509.2	0
ENST00000805494.1	ENSG00000276509.2	0
ENST00000805495.1	ENSG00000276509.2	0
ENST00000805496.1	ENSG00000276509.2	0
ENST00000805497.1	ENSG00000276509.2	0
ENST00000805498.1	ENSG00000276509.2	0
ENST00000805685.1	ENSG00000235612.2	0
ENST00000805780.1	ENSG00000304716.1	0
ENST00000805782.1	ENSG00000226601.2	0
ENST00000805783.1	ENSG00000226601.2	0
ENST00000805788.1	ENSG00000304718.1	0
ENST00000805789.1	ENSG00000304718.1	0
ENST00000805794.1	ENSG00000304723.1	0
ENST00000805795.1	ENSG00000304723.1	0
ENST00000805869.1	ENSG00000304736.1	0
ENST00000805870.1	ENSG00000304736.1	0
ENST00000806114.1	ENSG00000304747.1	0
ENST00000806164.1	ENSG00000304771.1	0
ENST00000806165.1	ENSG00000304771.1	0
ENST00000806264.1	ENSG00000304782.1	0
ENST00000806265.1	ENSG00000304782.1	0
ENST00000806266.1	ENSG00000304782.1	0
ENST00000806267.1	ENSG00000304782.1	0
ENST00000806312.1	ENSG00000304795.1	0
ENST00000806392.1	ENSG00000293444.2	0
ENST00000806413.1	ENSG00000304810.1	0
ENST00000806414.1	ENSG00000304811.1	0
ENST00000806415.1	ENSG00000304811.1	0
ENST00000806420.1	ENSG00000304814.1	0
ENST00000806421.1	ENSG00000304814.1	0
ENST00000806508.1	ENSG00000304826.1	0
ENST00000806606.1	ENSG00000304848.1	0
ENST00000806607.1	ENSG00000304848.1	0
ENST00000806608.1	ENSG00000304848.1	0
ENST00000806612.1	ENSG00000304851.1	0
ENST00000806656.1	ENSG00000304860.1	0
ENST00000806657.1	ENSG00000304860.1	0
ENST00000806658.1	ENSG00000304860.1	0
ENST00000806659.1	ENSG00000304860.1	0
ENST00000806660.1	ENSG00000304860.1	0
ENST00000806706.1	ENSG00000304862.1	0
ENST00000806707.1	ENSG00000304862.1	0
ENST00000806708.1	ENSG00000304862.1	0
ENST00000806721.1	ENSG00000226828.3	0
ENST00000806722.1	ENSG00000226828.3	0
ENST00000806723.1	ENSG00000226828.3	0
ENST00000806724.1	ENSG00000226828.3	0
ENST00000806725.1	ENSG00000226828.3	0
ENST00000806726.1	ENSG00000226828.3	0
ENST00000806727.1	ENSG00000226828.3	0
ENST00000806728.1	ENSG00000226828.3	0
ENST00000806729.1	ENSG00000226828.3	0
ENST00000806730.1	ENSG00000226828.3	0
ENST00000806731.1	ENSG00000226828.3	0
ENST00000806732.1	ENSG00000226828.3	0
ENST00000806733.1	ENSG00000226828.3	0
ENST00000806734.1	ENSG00000226828.3	0
ENST00000806735.1	ENSG00000226828.3	0
ENST00000806736.1	ENSG00000226828.3	0
ENST00000806737.1	ENSG00000226828.3	0
ENST00000806738.1	ENSG00000226828.3	0
ENST00000806739.1	ENSG00000226828.3	0
ENST00000806740.1	ENSG00000226828.3	0
ENST00000806741.1	ENSG00000226828.3	0
ENST00000806742.1	ENSG00000226828.3	0
ENST00000806743.1	ENSG00000226828.3	0
ENST00000806744.1	ENSG00000226828.3	0
ENST00000806745.1	ENSG00000226828.3	0
ENST00000806746.1	ENSG00000226828.3	0
ENST00000806747.1	ENSG00000226828.3	0
ENST00000806748.1	ENSG00000226828.3	0
ENST00000806749.1	ENSG00000226828.3	0
ENST00000806750.1	ENSG00000226828.3	0
ENST00000806751.1	ENSG00000226828.3	0
ENST00000806752.1	ENSG00000226828.3	0
ENST00000806753.1	ENSG00000226828.3	0
ENST00000806754.1	ENSG00000226828.3	0
ENST00000806771.1	ENSG00000304869.1	0
ENST00000806772.1	ENSG00000304869.1	0
ENST00000806773.1	ENSG00000304869.1	0
ENST00000806793.1	ENSG00000227043.4	0
ENST00000806794.1	ENSG00000227043.4	0
ENST00000806795.1	ENSG00000227043.4	0
ENST00000806796.1	ENSG00000227043.4	0
ENST00000806797.1	ENSG00000227043.4	0
ENST00000806798.1	ENSG00000227043.4	0
ENST00000806799.1	ENSG00000227043.4	0
ENST00000806800.1	ENSG00000227043.4	0
ENST00000806801.1	ENSG00000227043.4	0
ENST00000806802.1	ENSG00000227043.4	0
ENST00000806803.1	ENSG00000227043.4	0
ENST00000806804.1	ENSG00000227043.4	0
ENST00000806805.1	ENSG00000227043.4	0
ENST00000806806.1	ENSG00000227043.4	0
ENST00000806807.1	ENSG00000227043.4	0
ENST00000806808.1	ENSG00000227043.4	0
ENST00000806809.1	ENSG00000227043.4	0
ENST00000806810.1	ENSG00000304874.1	0
ENST00000806811.1	ENSG00000304874.1	0
ENST00000806812.1	ENSG00000304874.1	0
ENST00000806813.1	ENSG00000304874.1	0
ENST00000806866.1	ENSG00000304879.1	0
ENST00000806890.1	ENSG00000229989.7	0
ENST00000806891.1	ENSG00000229989.7	0
ENST00000806892.1	ENSG00000229989.7	0
ENST00000806893.1	ENSG00000229989.7	0
ENST00000806894.1	ENSG00000229989.7	0
ENST00000806895.1	ENSG00000229989.7	0
ENST00000806896.1	ENSG00000229989.7	0
ENST00000806897.1	ENSG00000229989.7	0
ENST00000806898.1	ENSG00000229989.7	0
ENST00000806899.1	ENSG00000229989.7	0
ENST00000806900.1	ENSG00000229989.7	0
ENST00000806901.1	ENSG00000229989.7	0
ENST00000806903.1	ENSG00000304887.1	0
ENST00000807013.1	ENSG00000289055.3	0
ENST00000807014.1	ENSG00000289055.3	0
ENST00000807015.1	ENSG00000289055.3	0
ENST00000807016.1	ENSG00000289055.3	0
ENST00000807017.1	ENSG00000289055.3	0
ENST00000807018.1	ENSG00000289055.3	0
ENST00000807022.1	ENSG00000304899.1	0
ENST00000807023.1	ENSG00000304899.1	0
ENST00000807039.1	ENSG00000261573.2	0
ENST00000807100.1	ENSG00000304915.1	0
ENST00000807118.1	ENSG00000304920.1	0
ENST00000807133.1	ENSG00000304925.1	0
ENST00000807137.1	ENSG00000272371.2	0
ENST00000807138.1	ENSG00000272371.2	0
ENST00000807139.1	ENSG00000272371.2	0
ENST00000807140.1	ENSG00000272371.2	0
ENST00000807283.1	ENSG00000304943.1	0
ENST00000807367.1	ENSG00000287445.2	0
ENST00000807368.1	ENSG00000287445.2	0
ENST00000807369.1	ENSG00000287445.2	0
ENST00000807370.1	ENSG00000287445.2	0
ENST00000807371.1	ENSG00000287445.2	0
ENST00000807372.1	ENSG00000287445.2	0
ENST00000807373.1	ENSG00000287445.2	0
ENST00000807374.1	ENSG00000287445.2	0
ENST00000807390.1	ENSG00000304958.1	0
ENST00000807391.1	ENSG00000304958.1	0
ENST00000807392.1	ENSG00000304958.1	0
ENST00000807393.1	ENSG00000304958.1	0
ENST00000807394.1	ENSG00000304958.1	0
ENST00000807395.1	ENSG00000304958.1	0
ENST00000807396.1	ENSG00000304958.1	0
ENST00000807397.1	ENSG00000304958.1	0
ENST00000807417.1	ENSG00000304965.1	0
ENST00000807772.1	ENSG00000227043.4	0
ENST00000807773.1	ENSG00000227043.4	0
ENST00000807783.1	ENSG00000305020.1	0
ENST00000807785.1	ENSG00000305021.1	0
ENST00000807786.1	ENSG00000305021.1	0
ENST00000807787.1	ENSG00000305021.1	0
ENST00000807788.1	ENSG00000305021.1	0
ENST00000807996.1	ENSG00000305039.1	0
ENST00000807999.1	ENSG00000305041.1	0
ENST00000808151.1	ENSG00000231073.2	0
ENST00000808152.1	ENSG00000231073.2	0
ENST00000808153.1	ENSG00000231073.2	0
ENST00000808154.1	ENSG00000231073.2	0
ENST00000808155.1	ENSG00000231073.2	0
ENST00000808156.1	ENSG00000231073.2	0
ENST00000808157.1	ENSG00000231073.2	0
ENST00000808158.1	ENSG00000231073.2	0
ENST00000808193.1	ENSG00000305050.1	0
ENST00000808194.1	ENSG00000227940.3	0
ENST00000808195.1	ENSG00000227940.3	0
ENST00000808196.1	ENSG00000227940.3	0
ENST00000808197.1	ENSG00000227940.3	0
ENST00000808377.1	ENSG00000305070.1	0
ENST00000808378.1	ENSG00000305070.1	0
ENST00000808379.1	ENSG00000305070.1	0
ENST00000808380.1	ENSG00000305070.1	0
ENST00000808381.1	ENSG00000305070.1	0
ENST00000808497.1	ENSG00000305096.1	0
ENST00000808498.1	ENSG00000305096.1	0
ENST00000808499.1	ENSG00000305096.1	0
ENST00000808743.1	ENSG00000305101.1	0
ENST00000808744.1	ENSG00000305101.1	0
ENST00000808745.1	ENSG00000305101.1	0
ENST00000808808.1	ENSG00000305107.1	0
ENST00000808822.1	ENSG00000305110.1	0
ENST00000808823.1	ENSG00000305110.1	0
ENST00000808824.1	ENSG00000305110.1	0
ENST00000808825.1	ENSG00000305110.1	0
ENST00000808862.1	ENSG00000285873.2	0
ENST00000808863.1	ENSG00000305118.1	0
ENST00000808944.1	ENSG00000305127.1	0
ENST00000808945.1	ENSG00000305127.1	0
ENST00000808946.1	ENSG00000305127.1	0
ENST00000808947.1	ENSG00000305127.1	0
ENST00000808948.1	ENSG00000305127.1	0
ENST00000808949.1	ENSG00000305127.1	0
ENST00000808950.1	ENSG00000305127.1	0
ENST00000808951.1	ENSG00000305127.1	0
ENST00000808952.1	ENSG00000305127.1	0
ENST00000808953.1	ENSG00000305127.1	0
ENST00000808954.1	ENSG00000305127.1	0
ENST00000808955.1	ENSG00000305127.1	0
ENST00000808956.1	ENSG00000305127.1	0
ENST00000808995.1	ENSG00000305131.1	0
ENST00000808996.1	ENSG00000305131.1	0
ENST00000808997.1	ENSG00000305131.1	0
ENST00000809015.1	ENSG00000259788.2	0
ENST00000809016.1	ENSG00000259788.2	0
ENST00000809017.1	ENSG00000259788.2	0
ENST00000809018.1	ENSG00000259788.2	0
ENST00000809019.1	ENSG00000259788.2	0
ENST00000809020.1	ENSG00000259788.2	0
ENST00000809021.1	ENSG00000259788.2	0
ENST00000809022.1	ENSG00000259788.2	0
ENST00000809023.1	ENSG00000259788.2	0
ENST00000809025.1	ENSG00000305135.1	0
ENST00000809066.1	ENSG00000305149.1	0
ENST00000809087.1	ENSG00000305152.1	0
ENST00000809350.1	ENSG00000305176.1	0
ENST00000809379.1	ENSG00000273004.2	0
ENST00000809380.1	ENSG00000273004.2	0
ENST00000809381.1	ENSG00000273004.2	0
ENST00000809382.1	ENSG00000273004.2	0
ENST00000809476.1	ENSG00000305191.1	0
ENST00000809506.1	ENSG00000305194.1	0
ENST00000809509.1	ENSG00000305195.1	0
ENST00000809561.1	ENSG00000305204.1	0
ENST00000809562.1	ENSG00000305204.1	0
ENST00000809563.1	ENSG00000293113.2	0
ENST00000809564.1	ENSG00000293113.2	0
ENST00000809565.1	ENSG00000293113.2	0
ENST00000809566.1	ENSG00000293113.2	0
ENST00000809691.1	ENSG00000305224.1	0
ENST00000809740.1	ENSG00000305239.1	0
ENST00000809741.1	ENSG00000305239.1	0
ENST00000809837.1	ENSG00000305254.1	0
ENST00000809838.1	ENSG00000305254.1	0
ENST00000809863.1	ENSG00000227818.2	0
ENST00000809864.1	ENSG00000227818.2	0
ENST00000809911.1	ENSG00000305266.1	0
ENST00000809956.1	ENSG00000305271.1	0
ENST00000809957.1	ENSG00000305271.1	0
ENST00000809958.1	ENSG00000305271.1	0
ENST00000810060.1	ENSG00000272195.2	0
ENST00000810128.1	ENSG00000290683.2	0
ENST00000810129.1	ENSG00000290683.2	0
ENST00000810130.1	ENSG00000290683.2	0
ENST00000810131.1	ENSG00000290683.2	0
ENST00000810132.1	ENSG00000290683.2	0
ENST00000810133.1	ENSG00000290683.2	0
ENST00000810134.1	ENSG00000290683.2	0
ENST00000810135.1	ENSG00000290683.2	0
ENST00000810136.1	ENSG00000290683.2	0
ENST00000810137.1	ENSG00000290683.2	0
ENST00000810138.1	ENSG00000290683.2	0
ENST00000810139.1	ENSG00000290683.2	0
ENST00000810140.1	ENSG00000290683.2	0
ENST00000810141.1	ENSG00000290683.2	0
ENST00000810142.1	ENSG00000290683.2	0
ENST00000810143.1	ENSG00000290683.2	0
ENST00000810144.1	ENSG00000290683.2	0
ENST00000810145.1	ENSG00000290683.2	0
ENST00000810146.1	ENSG00000290683.2	0
ENST00000810147.1	ENSG00000290683.2	0
ENST00000810148.1	ENSG00000290683.2	0
ENST00000810149.1	ENSG00000290683.2	0
ENST00000810150.1	ENSG00000290683.2	0
ENST00000810151.1	ENSG00000290683.2	0
ENST00000810152.1	ENSG00000290683.2	0
ENST00000810157.1	ENSG00000305292.1	0
ENST00000810179.1	ENSG00000305299.1	0
ENST00000810180.1	ENSG00000305300.1	0
ENST00000810181.1	ENSG00000305300.1	0
ENST00000810182.1	ENSG00000227740.3	0
ENST00000810183.1	ENSG00000227740.3	0
ENST00000810184.1	ENSG00000227740.3	0
ENST00000810185.1	ENSG00000227740.3	0
ENST00000810186.1	ENSG00000227740.3	0
ENST00000810343.1	ENSG00000286747.2	0
ENST00000810373.1	ENSG00000305313.1	0
ENST00000810374.1	ENSG00000305313.1	0
ENST00000810375.1	ENSG00000305313.1	0
ENST00000810376.1	ENSG00000305313.1	0
ENST00000810377.1	ENSG00000305313.1	0
ENST00000810384.1	ENSG00000305316.1	0
ENST00000810436.1	ENSG00000285847.3	0
ENST00000810437.1	ENSG00000285847.3	0
ENST00000810438.1	ENSG00000285847.3	0
ENST00000810439.1	ENSG00000285847.3	0
ENST00000810440.1	ENSG00000285847.3	0
ENST00000810441.1	ENSG00000285847.3	0
ENST00000810442.1	ENSG00000285847.3	0
ENST00000810443.1	ENSG00000285847.3	0
ENST00000810444.1	ENSG00000285847.3	0
ENST00000810445.1	ENSG00000285847.3	0
ENST00000810446.1	ENSG00000285847.3	0
ENST00000810447.1	ENSG00000285847.3	0
ENST00000810448.1	ENSG00000285847.3	0
ENST00000810449.1	ENSG00000285847.3	0
ENST00000810450.1	ENSG00000285847.3	0
ENST00000810451.1	ENSG00000285847.3	0
ENST00000810457.1	ENSG00000232347.2	0
ENST00000810458.1	ENSG00000232347.2	0
ENST00000810459.1	ENSG00000232347.2	0
ENST00000810460.1	ENSG00000232347.2	0
ENST00000810461.1	ENSG00000232347.2	0
ENST00000810462.1	ENSG00000232347.2	0
ENST00000810463.1	ENSG00000232347.2	0
ENST00000810464.1	ENSG00000232347.2	0
ENST00000810527.1	ENSG00000221953.6	0
ENST00000810533.1	ENSG00000271387.2	0
ENST00000810534.1	ENSG00000271387.2	0
ENST00000810535.1	ENSG00000271387.2	0
ENST00000810571.1	ENSG00000229484.4	0
ENST00000810572.1	ENSG00000229484.4	0
ENST00000810573.1	ENSG00000229484.4	0
ENST00000810574.1	ENSG00000229484.4	0
ENST00000810575.1	ENSG00000229484.4	0
ENST00000810576.1	ENSG00000229484.4	0
ENST00000810577.1	ENSG00000229484.4	0
ENST00000810578.1	ENSG00000229484.4	0
ENST00000810606.1	ENSG00000224609.9	0
ENST00000810607.1	ENSG00000224609.9	0
ENST00000810608.1	ENSG00000224609.9	0
ENST00000810635.1	ENSG00000305366.1	0
ENST00000810658.1	ENSG00000305370.1	0
ENST00000810685.1	ENSG00000285677.3	0
ENST00000810686.1	ENSG00000285677.3	0
ENST00000810687.1	ENSG00000285677.3	0
ENST00000810688.1	ENSG00000285677.3	0
ENST00000810689.1	ENSG00000285677.3	0
ENST00000810714.1	ENSG00000305390.1	0
ENST00000810715.1	ENSG00000305390.1	0
ENST00000810716.1	ENSG00000305390.1	0
ENST00000810720.1	ENSG00000286552.2	0
ENST00000810721.1	ENSG00000286552.2	0
ENST00000810735.1	ENSG00000233099.2	0
ENST00000810736.1	ENSG00000233099.2	0
ENST00000810809.1	ENSG00000305411.1	0
ENST00000810810.1	ENSG00000305411.1	0
ENST00000810814.1	ENSG00000305415.1	0
ENST00000810880.1	ENSG00000287356.2	0
ENST00000810881.1	ENSG00000287356.2	0
